Date,Original Test Data,Predicted Prices,Original_Smooth,Predicted_Smooth,Close,Close_Smooth
2021-10-18,141.896240234375,140.52075,139.19574127197265,143.75643259684244,141.896240234375,139.19574127197265
2021-10-19,142.7513427734375,140.94138,139.13959604899088,143.61871999104818,142.7513427734375,139.13959604899088
2021-10-20,141.35479736328125,141.4681,139.05792490641275,143.48265533447267,141.35479736328125,139.05792490641275
2021-10-21,141.71759033203125,141.97195,138.987353515625,143.35001068115236,141.71759033203125,138.987353515625
2021-10-22,137.59303283691406,142.45894,138.87830454508463,143.22241872151693,137.59303283691406,138.87830454508463
2021-10-25,137.7399139404297,142.71123,138.7230682373047,143.09884134928384,137.7399139404297,138.7230682373047
2021-10-26,138.63221740722656,142.8125,138.59952799479166,142.9762395222982,138.63221740722656,138.59952799479166
2021-10-27,145.33743286132812,142.85107,138.6399419148763,142.85418701171875,145.33743286132812,138.6399419148763
2021-10-28,145.04116821289062,143.16953,138.6980229695638,142.7402582804362,145.04116821289062,138.6980229695638
2021-10-29,147.16673278808594,143.62936,138.92323404947916,142.63959350585938,147.16673278808594,138.92323404947916
2021-11-01,142.70370483398438,144.26698,139.08062032063802,142.5631067911784,142.70370483398438,139.08062032063802
2021-11-02,144.77713012695312,144.77249,139.28629404703776,142.51327870686848,144.77713012695312,139.28629404703776
2021-11-03,145.697265625,145.27933,139.47989298502605,142.4930892944336,145.697265625,139.47989298502605
2021-11-04,147.57615661621094,145.80421,139.7067418416341,142.50250396728515,147.57615661621094,139.7067418416341
2021-11-05,148.1300048828125,146.40672,139.9253692626953,142.5418212890625,148.1300048828125,139.9253692626953
2021-11-08,148.23968505859375,147.05629,140.1851053873698,142.60941569010416,148.23968505859375,140.1851053873698
2021-11-09,148.13746643066406,147.71211,140.61734720865886,142.70494842529297,148.13746643066406,140.61734720865886
2021-11-10,145.5345001220703,148.33755,141.0178451538086,142.83521830240886,145.5345001220703,141.0178451538086
2021-11-11,145.65557861328125,148.78839,141.46391703287762,143.00122934977213,145.65557861328125,141.46391703287762
2021-11-12,148.53147888183594,149.11507,141.90007883707682,143.20435587565103,148.53147888183594,141.90007883707682
2021-11-15,148.27590942382812,149.48393,142.4169687906901,143.44327697753906,148.27590942382812,142.4169687906901
2021-11-16,147.96624755859375,149.8444,142.84373524983724,143.71944580078124,147.96624755859375,142.84373524983724
2021-11-17,147.95233154296875,150.16872,143.23109588623046,144.02759653727213,147.95233154296875,143.23109588623046
2021-11-18,149.5870819091797,150.45453,143.612353515625,144.3610860188802,149.5870819091797,143.612353515625
2021-11-19,148.83621215820312,150.78156,143.93978068033854,144.71414642333986,148.83621215820312,143.93978068033854
2021-11-22,145.9835968017578,151.08083,144.21210428873698,145.07943115234374,145.9835968017578,144.21210428873698
2021-11-23,145.6644744873047,151.21141,144.5444112141927,145.4489293416341,145.6644744873047,144.5444112141927
2021-11-24,145.62527465820312,151.21573,144.8361394246419,145.820171101888,145.62527465820312,144.8361394246419
2021-11-26,141.74288940429688,151.13464,144.88225911458332,146.18931325276694,141.74288940429688,144.88225911458332
2021-11-29,145.02630615234375,150.81137,145.0291254679362,146.542035929362,145.02630615234375,145.0291254679362
2021-11-30,141.39154052734375,150.51076,145.01230214436848,146.87503611246746,141.39154052734375,145.01230214436848
2021-12-01,140.56375122070312,150.05331,144.93938242594402,147.17876739501952,140.56375122070312,144.93938242594402
2021-12-02,142.7061767578125,149.48068,144.98442840576172,147.44585367838542,142.7061767578125,144.98442840576172
2021-12-03,141.45953369140625,148.96313,144.9758265177409,147.67889302571615,141.45953369140625,144.9758265177409
2021-12-06,142.72601318359375,148.43936,145.1469258626302,147.87824045817058,142.72601318359375,145.1469258626302
2021-12-07,146.93447875976562,147.99977,145.4534113566081,148.05452524820964,146.93447875976562,145.4534113566081
2021-12-08,147.61338806152344,147.83774,145.7527837117513,148.22203318277994,147.61338806152344,145.7527837117513
2021-12-09,147.0034637451172,147.89088,145.80831807454427,148.39002685546876,147.0034637451172,145.80831807454427
2021-12-10,147.56820678710938,148.05429,145.8925526936849,148.55285237630207,147.56820678710938,145.8925526936849
2021-12-13,145.6123809814453,148.31354,145.8407409667969,148.70899149576823,145.6123809814453,145.8407409667969
2021-12-14,143.89129638671875,148.52898,145.880327351888,148.85105794270834,143.89129638671875,145.880327351888
2021-12-15,146.2714385986328,148.62701,145.93013763427734,148.97954203287762,146.2714385986328,145.93013763427734
2021-12-16,143.76026916503906,148.7626,145.86557108561198,149.09565124511718,143.76026916503906,145.86557108561198
2021-12-17,141.73992919921875,148.7888,145.67103017171223,149.19513753255208,141.73992919921875,145.67103017171223
2021-12-20,141.34141540527344,148.6487,145.44474385579426,149.26986999511718,141.34141540527344,145.44474385579426
2021-12-21,143.14688110351562,148.38934,145.27498372395834,149.3143051147461,143.14688110351562,145.27498372395834
2021-12-22,145.85507202148438,148.15051,145.19890391031902,149.32891845703125,145.85507202148438,145.19890391031902
2021-12-23,146.04710388183594,148.06277,145.2159907023112,149.31975911458332,146.04710388183594,145.2159907023112
2021-12-27,146.96176147460938,148.08203,145.25953013102213,149.29621378580728,146.96176147460938,145.25953013102213
2021-12-28,145.35780334472656,148.2158,145.15374094645182,149.2662384033203,145.35780334472656,145.15374094645182
2021-12-29,145.41387939453125,148.33983,145.05833994547527,149.2281016031901,145.41387939453125,145.05833994547527
2021-12-30,144.91558837890625,148.45876,144.95665130615234,149.18191324869792,144.91558837890625,144.95665130615234
2021-12-31,143.60247802734375,148.5448,144.81165618896483,149.1277826944987,143.60247802734375,144.81165618896483
2022-01-03,143.9945068359375,148.54247,144.62523701985677,149.06404724121094,143.9945068359375,144.62523701985677
2022-01-04,143.34141540527344,148.50366,144.44207712809245,148.98811747233074,143.34141540527344,144.44207712809245
2022-01-05,136.62876892089844,148.4094,144.1302495320638,148.8990697224935,136.62876892089844,144.1302495320638
2022-01-06,136.5270233154297,147.9573,143.82566782633464,148.79059956868488,136.5270233154297,143.82566782633464
2022-01-07,135.984619140625,147.2986,143.50431264241536,148.66002858479817,135.984619140625,143.50431264241536
2022-01-10,137.54241943359375,146.50488,143.36429697672526,148.50570322672527,137.54241943359375,143.36429697672526
2022-01-11,138.97515869140625,145.73315,143.16259206136067,148.3364293416341,138.97515869140625,143.16259206136067
2022-01-12,140.593505859375,145.07588,143.13599090576173,148.15526682535807,140.593505859375,143.13599090576173
2022-01-13,138.0952606201172,144.59946,143.0537078857422,147.97347157796224,138.0952606201172,143.0537078857422
2022-01-14,138.74588012695312,144.1397,142.92169799804688,147.79543863932292,138.74588012695312,142.92169799804688
2022-01-18,135.27590942382812,143.74974,142.7155771891276,147.6216588338216,135.27590942382812,142.7155771891276
2022-01-19,134.64215087890625,143.25388,142.44611511230468,147.4488093058268,134.64215087890625,142.44611511230468
2022-01-20,132.5126190185547,142.6874,141.96538645426432,147.2717300415039,132.5126190185547,141.96538645426432
2022-01-21,129.12353515625,141.99727,141.34905802408855,147.0770477294922,129.12353515625,141.34905802408855
2022-01-24,129.4014434814453,141.09575,140.76232401529947,146.8505432128906,129.4014434814453,140.76232401529947
2022-01-25,125.79203796386717,140.11476,140.0364517211914,146.5858922322591,125.79203796386719,140.0364517211914
2022-01-26,128.27789306640625,138.94817,139.45863545735676,146.27371317545573,128.27789306640625,139.45863545735676
2022-01-27,128.15975952148438,137.83849,138.9342508951823,145.91736348470053,128.15975952148438,138.9342508951823
2022-01-28,132.2972412109375,136.80438,138.46844431559245,145.52327575683594,132.2972412109375,138.46844431559245
2022-01-31,134.68832397460938,136.06792,138.16604614257812,145.100119527181,134.68832397460938,138.16604614257812
2022-02-01,136.8520965576172,135.6698,138.00311838785808,144.6628194173177,136.8520965576172,138.00311838785808
2022-02-02,146.93447875976562,135.61536,138.1895538330078,144.22837473551434,146.93447875976562,138.1895538330078
2022-02-03,141.58856201171875,136.27841,138.13760986328126,143.82467702229818,141.58856201171875,138.13760986328126
2022-02-04,141.9513397216797,137.10817,138.00748545328776,143.45659891764322,141.9513397216797,138.00748545328776
2022-02-07,137.90371704101562,138.04262,137.7360392252604,143.12259368896486,137.90371704101562,137.7360392252604
2022-02-08,138.1766357421875,138.80775,137.44320170084634,142.8134511311849,138.1766357421875,137.44320170084634
2022-02-09,140.3999786376953,139.44844,137.27794087727864,142.52120564778645,140.3999786376953,137.27794087727864
2022-02-10,137.57070922851562,140.0844,137.0165018717448,142.24602457682292,137.57070922851562,137.0165018717448
2022-02-11,133.1315155029297,140.54521,136.6236994425456,141.98223978678385,133.1315155029297,136.6236994425456
2022-02-14,134.29278564453125,140.65869,136.3133763631185,141.71936950683593,134.29278564453125,136.3133763631185
2022-02-15,135.40989685058594,140.6016,136.0272226969401,141.45467376708984,135.40989685058594,136.0272226969401
2022-02-16,136.4639892578125,140.48387,135.7979751586914,141.18734741210938,136.4639892578125,135.7979751586914
2022-02-17,131.32354736328125,140.37877,135.62113444010416,140.91965993245444,131.32354736328125,135.62113444010416
2022-02-18,129.4962615966797,140.03394,135.38677571614582,140.65554758707682,129.4962615966797,135.38677571614582
2022-02-22,128.4391632080078,139.4677,135.13526051839193,140.39451751708984,128.4391632080078,135.13526051839193
2022-02-23,126.63521575927734,138.73174,134.77168706258138,140.13541259765626,126.63521575927734,134.77168706258138
2022-02-24,131.6858367919922,137.83,134.52870966593426,139.8719741821289,131.6858367919922,134.52870966593426
2022-02-25,133.51809692382812,137.10709,134.29286270141603,139.60634765625,133.51809692382812,134.29286270141603
2022-02-28,133.8868408203125,136.61313,134.15258204142253,139.34013671875,133.8868408203125,134.15258204142253
2022-03-01,133.16921997070312,136.30807,133.96669336954753,139.07908274332684,133.16921997070312,133.96669336954753
2022-03-02,133.7483673095703,136.10767,133.91577529907227,138.82434692382813,133.7483673095703,133.91577529907227
2022-03-03,133.30816650390625,136.0165,133.87130915323894,138.58310089111328,133.30816650390625,133.87130915323894
2022-03-04,131.13844299316406,135.98015,133.82550328572592,138.35952606201172,131.13844299316406,133.82550328572592
2022-03-07,125.52305603027344,135.8781,133.70548731486002,138.15555369059246,125.52305603027344,133.70548731486002
2022-03-08,126.33100891113281,135.46924,133.6031394958496,137.96800333658854,126.33100891113281,133.6031394958496
2022-03-09,132.8694305419922,134.92587,133.83905258178712,137.7950403849284,132.8694305419922,133.83905258178712
2022-03-10,131.6942596435547,134.63225,133.95293146769205,137.65117645263672,131.6942596435547,133.95293146769205
2022-03-11,129.50418090820312,134.44617,133.99774551391602,137.53809916178386,129.50418090820312,133.99774551391602
2022-03-14,125.79749298095703,134.23639,133.78108723958334,137.45249938964844,125.79749298095703,133.78108723958334
2022-03-15,128.6952667236328,133.84518,133.5813186645508,137.37840830485027,128.6952667236328,133.5813186645508
2022-03-16,132.6952667236328,133.4993,133.44275767008463,137.30605824788412,132.6952667236328,133.44275767008463
2022-03-17,133.5985107421875,133.38666,132.99822540283202,137.2317682902018,133.5985107421875,132.99822540283202
2022-03-18,135.78309631347656,133.46951,132.8047098795573,137.1381383260091,135.78309631347656,132.8047098795573
2022-03-21,135.46250915527344,133.78337,132.58841552734376,137.02731170654297,135.46250915527344,132.58841552734376
2022-03-22,139.23321533203125,134.2171,132.63273213704426,136.89979451497396,139.23321533203125,132.63273213704426
2022-03-23,137.47242736816406,134.89558,132.60925852457683,136.7693888346354,137.47242736816406,132.60925852457683
2022-03-24,140.25999450683594,135.61307,132.6045923868815,136.64154307047525,140.25999450683594,132.6045923868815
2022-03-25,140.4679718017578,136.46405,132.70116780598957,136.52086486816407,140.4679718017578,132.70116780598957
2022-03-28,140.89328002929688,137.3697,132.95989329020182,136.4150146484375,140.89328002929688,132.95989329020182
2022-03-29,142.18360900878906,138.29132,133.2229207356771,136.3361022949219,142.18360900878906,133.2229207356771
2022-03-30,141.5825958251953,139.24382,133.42867736816407,136.29084320068358,141.5825958251953,133.42867736816407
2022-03-31,138.6099090576172,140.1418,133.50020802815754,136.2794408162435,138.6099090576172,133.50020802815754
2022-04-01,139.652587890625,140.81969,133.77784271240233,136.29413808186848,139.652587890625,133.77784271240233
2022-04-04,142.57318115234375,141.37791,134.21374003092447,136.33893737792968,142.57318115234375,134.21374003092447
2022-04-05,140.01290893554688,141.97046,134.5995315551758,136.4223627726237,140.01290893554688,134.5995315551758
2022-04-06,136.1548309326172,142.42744,134.91685206095377,136.5455530802409,136.1548309326172,134.91685206095377
2022-04-07,135.44911193847656,142.59186,135.04229456583658,136.70428161621095,135.44911193847656,135.04229456583658
2022-04-08,133.01287841796875,142.52861,135.02545394897462,136.88499908447267,133.01287841796875,135.02545394897462
2022-04-11,128.8302459716797,142.19939,134.8569007873535,137.07120768229166,128.8302459716797,134.8569007873535
2022-04-12,127.41883087158203,141.5097,134.66522115071615,137.24459533691407,127.41883087158203,134.66522115071615
2022-04-13,129.3161163330078,140.55147,134.5174794514974,137.3927220662435,129.3161163330078,134.5174794514974
2022-04-14,126.3056869506836,139.5519,134.28406346638997,137.51056874593098,126.3056869506836,134.28406346638997
2022-04-18,127.00841522216798,138.41837,134.14639587402343,137.5918426513672,127.00841522216797,134.14639587402343
2022-04-19,129.5592803955078,137.28719,134.28093668619792,137.63881225585936,129.5592803955078,134.28093668619792
2022-04-20,127.29080200195314,136.33043,134.31292978922525,137.66751861572266,127.29080200195312,134.31292978922525
2022-04-21,124.0074234008789,135.41728,134.01752955118815,137.68389892578125,124.0074234008789,134.01752955118815
2022-04-22,118.72354888916014,134.42041,133.58517252604167,137.6768376668294,118.72354888916016,133.58517252604167
2022-04-25,122.33248138427734,133.16388,133.34611587524415,137.63409474690755,122.33248138427734,133.34611587524415
2022-04-26,118.6163558959961,131.97722,133.10674463907878,137.5587890625,118.6163558959961,133.10674463907878
2022-04-27,114.16425323486328,130.70206,132.62237752278645,137.45401814778646,114.16425323486328,132.62237752278645
2022-04-28,118.52256774902345,129.21709,132.14995422363282,137.3112777709961,118.52256774902344,132.14995422363282
2022-04-29,114.11064910888672,127.878975,131.50035883585613,137.12768834431967,114.11064910888672,131.50035883585613
2022-05-02,116.28484344482422,126.475494,130.8504170735677,136.89455439249676,116.28484344482422,130.8504170735677
2022-05-03,117.25009155273438,125.2055,130.24333648681642,136.60862528483074,117.25009155273438,130.24333648681642
2022-05-04,121.66250610351562,124.12357,129.65764617919922,136.27217432657878,121.66250610351562,129.65764617919922
2022-05-05,115.87740325927734,123.42738,128.93781204223632,135.889900970459,115.87740325927734,128.93781204223632
2022-05-06,114.79899597167969,122.73104,128.08911209106446,135.46050008138022,114.79899597167969,128.08911209106446
2022-05-09,112.2421646118164,122.02557,127.14825185139973,134.97921752929688,112.2421646118164,127.14825185139973
2022-05-10,113.73150634765626,121.22404,126.24285939534505,134.4410285949707,113.73150634765625,126.24285939534505
2022-05-11,113.11263275146484,120.4711,125.27382685343424,133.84702123006184,113.11263275146484,125.27382685343424
2022-05-12,112.31859588623047,119.750946,124.29836018880208,133.19725875854493,112.31859588623047,124.29836018880208
2022-05-13,115.6481246948242,119.047264,123.53296737670898,132.49410756429037,115.64812469482422,123.53296737670898
2022-05-16,113.93795013427734,118.54824,122.67581278483073,131.75172602335613,113.93795013427734,122.67581278483073
2022-05-17,115.8327407836914,118.11863,121.78446477254232,130.9764165242513,115.8327407836914,121.78446477254232
2022-05-18,111.5642547607422,117.84938,120.83617630004883,130.17238057454426,111.56425476074219,120.83617630004883
2022-05-19,109.92106628417969,117.48886,119.96171747843424,129.34109446207682,109.92106628417969,119.96171747843424
2022-05-20,108.4992446899414,117.01208,119.06338857014974,128.4884351094564,108.4992446899414,119.06338857014974
2022-05-23,110.83521270751953,116.41295,118.3241330464681,127.61791305541992,110.83521270751953,118.3241330464681
2022-05-24,105.13745880126953,115.873985,117.5343734741211,126.74039967854817,105.13745880126953,117.5343734741211
2022-05-25,105.05159759521484,115.118965,116.78879903157552,125.86070836385092,105.05159759521484,116.78879903157552
2022-05-26,107.48980712890626,114.25951,116.0612553914388,124.98430964152018,107.48980712890625,116.0612553914388
2022-05-27,111.95928955078125,113.48607,115.58304214477539,124.11544876098633,111.95928955078125,115.58304214477539
2022-05-31,113.19005584716797,113.015594,115.12243016560872,123.2686897277832,113.19005584716797,115.12243016560872
2022-06-01,113.2873306274414,112.81977,114.58003184000651,122.45310923258464,113.2873306274414,114.58003184000651
2022-06-02,116.86946105957031,112.81883,114.23265380859375,121.66938934326171,116.86946105957031,114.23265380859375
2022-06-03,113.7111587524414,113.12137,113.88944498697917,120.92619222005209,113.7111587524414,113.88944498697917
2022-06-06,116.1394271850586,113.45408,113.80330759684244,120.22731450398763,116.1394271850586,113.80330759684244
2022-06-07,116.35680389404295,113.915436,113.60411834716797,119.58569971720378,116.35680389404297,113.60411834716797
2022-06-08,116.365234375,114.44806,113.52908096313476,119.00139439900717,116.365234375,113.52908096313476
2022-06-09,114.06250762939453,115.004265,113.52568944295247,118.47813466389974,114.06250762939453,113.52568944295247
2022-06-10,110.59800720214844,115.43961,113.2615374247233,118.01888554890951,110.59800720214844,113.2615374247233
2022-06-13,106.08087158203125,115.61113,112.99387817382812,117.60995737711589,106.08087158203125,112.99387817382812
2022-06-14,106.39600372314453,115.38639,112.66425018310547,117.24032058715821,106.39600372314453,112.66425018310547
2022-06-15,109.5687255859375,114.9301,112.4082046508789,116.89780731201172,109.5687255859375,112.4082046508789
2022-06-16,105.84217071533203,114.49137,111.88086013793945,116.5767339070638,105.84217071533203,111.88086013793945
2022-06-17,107.06251525878906,113.89744,111.58703053792318,116.25906906127929,107.06251525878906,111.58703053792318
2022-06-21,111.18112182617186,113.29186,111.46643473307292,115.94442977905274,111.18112182617188,111.46643473307292
2022-06-22,111.19998168945312,112.902084,111.43169530232747,115.64031346638997,111.19998168945312,111.43169530232747
2022-06-23,111.84564971923828,112.667404,111.36883341471354,115.35509236653645,111.84564971923828,111.36883341471354
2022-06-24,117.65556335449219,112.57839,111.52026443481445,115.0920021057129,117.65556335449219,111.52026443481445
2022-06-27,115.75431823730469,112.87075,111.6347885131836,114.86266225179037,115.75431823730469,111.6347885131836
2022-06-28,111.73348236083986,113.302826,111.50430043538411,114.6711809794108,111.73348236083984,111.50430043538411
2022-06-29,111.42081451416017,113.61849,111.42039591471354,114.50685602823893,111.42081451416016,111.42039591471354
2022-06-30,108.55829620361328,113.83491,111.17791442871093,114.36406529744467,108.55829620361328,111.17791442871093
2022-07-01,108.26896667480469,113.8376,111.06807149251303,114.23033930460612,108.26896667480469,111.06807149251303
2022-07-05,113.03919219970703,113.688484,111.1720090230306,114.1036600748698,113.03919219970703,111.1720090230306
2022-07-06,114.35579681396486,113.67523,111.3672274271647,113.99243189493815,114.35579681396484,111.3672274271647
2022-07-07,118.41783905029297,113.80782,111.61998163859049,113.90559438069661,118.41783905029297,111.61998163859049
2022-07-08,119.27393341064453,114.22572,112.091197458903,113.85065231323242,119.27393341064453,112.091197458903
2022-07-11,115.65507507324219,114.84947,112.44464670817057,113.84166920979818,115.65507507324219,112.44464670817057
2022-07-12,113.99452209472656,115.40628,112.66147054036459,113.87989501953125,113.99452209472656,112.66147054036459
2022-07-13,111.35184478759764,115.82012,112.6412223815918,113.95769678751627,111.35184478759766,112.6412223815918
2022-07-14,110.61040496826172,115.9953,112.55523401896158,114.05702031453451,110.61040496826172,112.55523401896158
2022-07-15,111.92752838134766,115.972145,112.50990727742513,114.1620994567871,111.92752838134766,112.50990727742513
2022-07-18,109.09180450439453,115.88227,112.25065205891927,114.26421407063802,109.09180450439453,112.25065205891927
2022-07-19,113.76672363281251,115.61191,112.2525042215983,114.34723205566407,113.7667236328125,112.2525042215983
2022-07-20,113.84613037109375,115.46407,112.17606099446614,114.41423187255859,113.84613037109375,112.17606099446614
2022-07-21,114.18360900878906,115.39962,112.10362116495769,114.46370468139648,114.18360900878906,112.10362116495769
2022-07-22,107.55332946777344,115.409966,111.80989100138346,114.49576822916667,107.55332946777344,111.80989100138346
2022-07-25,107.40444946289062,115.14888,111.58795572916667,114.50058873494466,107.40444946289062,111.58795572916667
2022-07-26,104.65508270263672,114.72365,111.38985824584961,114.47672322591146,104.65508270263672,111.38985824584961
2022-07-27,112.75432586669922,114.07528,111.61230672200521,114.42552820841472,112.75432586669922,111.61230672200521
2022-07-28,113.73694610595703,113.703026,111.8570048014323,114.36941604614258,113.73694610595703,111.8570048014323
2022-07-29,115.77169036865234,113.56443,112.06377029418945,114.32389373779297,115.77169036865234,112.06377029418945
2022-08-01,114.62034606933592,113.68499,112.35637613932292,114.29701436360678,114.62034606933594,112.35637613932292
2022-08-02,115.03720092773438,113.91432,112.62219899495443,114.29757715861003,115.03720092773438,112.62219899495443
2022-08-03,117.89576721191406,114.22883,112.8460205078125,114.32880935668945,117.89576721191406,112.8460205078125
2022-08-04,117.98509216308594,114.724,113.07219085693359,114.38953984578451,117.98509216308594,113.07219085693359
2022-08-05,117.33993530273436,115.31688,113.2553337097168,114.47785568237305,117.33993530273438,113.2553337097168
2022-08-08,117.26053619384766,115.9172,113.2421661376953,114.5891492207845,117.26053619384766,113.2421661376953
2022-08-09,116.62529754638672,116.49301,113.27119878133138,114.70989125569662,116.62529754638672,113.27119878133138
2022-08-10,119.75183868408203,116.99594,113.53847732543946,114.83299509684245,119.75183868408203,113.53847732543946
2022-08-11,118.9280242919922,117.57995,113.7887176513672,114.96504364013671,118.92802429199219,113.7887176513672
2022-08-12,121.73695373535158,118.14576,114.22800623575846,115.10873870849609,121.73695373535156,114.22800623575846
2022-08-15,121.96524047851562,118.811455,114.68454869588216,115.27453384399413,121.96524047851562,114.68454869588216
2022-08-16,121.59799194335936,119.51946,114.96984202067057,115.46889979044596,121.59799194335938,114.96984202067057
2022-08-17,119.42430114746095,120.20564,115.13879216512045,115.68658014933268,119.42430114746094,115.13879216512045
2022-08-18,119.96027374267578,120.74189,115.19020665486654,115.91771570841472,119.96027374267578,115.19020665486654
2022-08-19,117.24067687988281,121.18419,115.12243143717448,116.14966456095378,117.24067687988281,115.12243143717448
2022-08-22,114.21338653564452,121.41102,115.07437515258789,116.36838277180989,114.21338653564453,115.07437515258789
2022-08-23,113.91560363769531,121.34249,115.07174453735351,116.56625645955404,113.91560363769531,115.07174453735351
2022-08-24,113.84613037109375,121.07118,115.15488739013672,116.74129180908203,113.84613037109375,115.15488739013672
2022-08-25,116.82379150390625,120.6735,115.3620002746582,116.89723180135091,116.82379150390625,115.3620002746582
2022-08-26,110.47144317626953,120.353294,115.3134641011556,117.04327011108398,110.47144317626953,115.3134641011556
2022-08-29,109.51858520507812,119.78576,115.32769012451172,117.17338638305664,109.51858520507812,115.32769012451172
2022-08-30,109.09180450439453,119.04503,115.17185948689779,117.28782374064127,109.09180450439453,115.17185948689779
2022-08-31,108.33746337890625,118.20309,114.98823725382486,117.37912419637044,108.33746337890625,114.98823725382486
2022-09-01,109.7270278930664,117.2956,114.83968454996744,117.4423235575358,109.7270278930664,114.83968454996744
2022-09-02,107.87095642089844,116.45364,114.85027211507162,117.47711283365885,107.87095642089844,114.85027211507162
2022-09-06,106.67988586425781,115.60101,114.82611999511718,117.49218393961588,106.67988586425781,114.82611999511718
2022-09-07,109.65755462646484,114.72571,114.9928690592448,117.49225260416667,109.65755462646484,114.9928690592448
2022-09-08,108.60544586181642,114.02079,114.85457305908203,117.49043629964193,108.6054458618164,114.85457305908203
2022-09-09,110.94786834716797,113.40522,114.76160380045573,117.48050944010417,110.94786834716797,114.76160380045573
2022-09-12,111.0372085571289,112.992386,114.60378774007161,117.46144129435221,111.0372085571289,114.60378774007161
2022-09-13,104.52603149414061,112.73386,114.2673105875651,117.4297368367513,104.52603149414062,114.2673105875651
2022-09-14,105.08187103271484,112.2757,113.93546625773112,117.37511622111002,105.08187103271484,113.93546625773112
2022-09-15,103.12654113769533,111.743576,113.44315872192382,117.29227447509766,103.12654113769531,113.44315872192382
2022-09-16,102.85855102539062,111.090324,112.93894068400066,117.17115198771158,102.85855102539062,112.93894068400066
2022-09-19,103.07690429687499,110.37565,112.46350631713867,117.00644429524739,103.076904296875,112.46350631713867
2022-09-20,101.07193756103516,109.662476,111.92388636271158,116.79795354207357,101.07193756103516,111.92388636271158
2022-09-21,99.26549530029297,108.884796,111.3452262878418,116.54434636433919,99.26549530029297,111.3452262878418
2022-09-22,99.82131195068361,108.014915,110.68087539672851,116.24497884114584,99.8213119506836,110.68087539672851
2022-09-23,98.43174743652344,107.15197,109.99766616821289,115.89737955729167,98.43174743652344,109.99766616821289
2022-09-26,98.07442474365234,106.26409,109.20891520182292,115.50132395426432,98.07442474365234,109.20891520182292
2022-09-27,97.35977935791016,105.38423,108.3887331644694,115.0537498474121,97.35977935791016,108.3887331644694
2022-09-28,99.99005126953125,104.515144,107.6684684753418,114.55360590616861,99.99005126953125,107.6684684753418
2022-09-29,97.35977935791016,103.81984,106.9329844156901,114.00741246541341,97.35977935791016,106.9329844156901
2022-09-30,95.4342269897461,103.14082,106.11544952392578,113.42071024576823,95.4342269897461,106.11544952392578
